ID,Type,Amount,Date,Detail,Unit
778,expense,310.0,2020-08-25,property mgmt fee,5
779,expense,310.0,2020-09-07,repairs,5
373,payment,3100.0,2020-09-12,rent,5
780,expense,310.0,2020-09-25,property mgmt fee,5
374,payment,3100.0,2020-10-12,rent,5
781,expense,310.0,2020-10-25,property mgmt fee,5
375,payment,3100.0,2020-11-12,rent,5
782,expense,310.0,2020-11-25,property mgmt fee,5
376,payment,3100.0,2020-12-12,rent,5
783,expense,310.0,2020-12-25,property mgmt fee,5
377,payment,3100.0,2021-01-12,rent,5
784,expense,310.0,2021-01-25,property mgmt fee,5
378,payment,3100.0,2021-02-12,rent,5
785,expense,310.0,2021-02-25,property mgmt fee,5
786,expense,310.0,2021-03-01,repairs,5
379,payment,3100.0,2021-03-12,rent,5
787,expense,310.0,2021-03-25,property mgmt fee,5
788,expense,310.0,2021-04-11,regular maintenance,5
380,payment,3100.0,2021-04-12,rent,5
789,expense,310.0,2021-04-25,property mgmt fee,5
790,expense,310.0,2021-05-25,property mgmt fee,5
791,expense,310.0,2021-06-04,home improvements,5
381,payment,3100.0,2021-06-05,security deposit,5
382,payment,3100.0,2021-06-05,rent,5
792,expense,310.0,2021-06-25,property mgmt fee,5
383,payment,3100.0,2021-07-05,rent,5
793,expense,310.0,2021-07-25,property mgmt fee,5
384,payment,3100.0,2021-08-05,rent,5
794,expense,310.0,2021-08-25,property mgmt fee,5
385,payment,3100.0,2021-09-05,rent,5
795,expense,310.0,2021-09-25,property mgmt fee,5
386,payment,3100.0,2021-10-05,rent,5
796,expense,310.0,2021-10-25,property mgmt fee,5
387,payment,3100.0,2021-11-05,rent,5
797,expense,310.0,2021-11-25,property mgmt fee,5
388,payment,3100.0,2021-12-05,rent,5
798,expense,310.0,2021-12-25,property mgmt fee,5
799,expense,310.0,2022-01-02,cleaning fee,5
389,payment,3100.0,2022-01-05,rent,5
800,expense,310.0,2022-01-25,property mgmt fee,5
390,payment,3100.0,2022-02-05,rent,5
801,expense,310.0,2022-02-25,property mgmt fee,5
391,payment,3100.0,2022-03-05,rent,5
802,expense,310.0,2022-03-25,property mgmt fee,5
392,payment,3100.0,2022-04-05,rent,5
803,expense,310.0,2022-04-25,property mgmt fee,5
393,payment,3100.0,2022-05-05,rent,5
804,expense,310.0,2022-05-25,property mgmt fee,5
805,expense,310.0,2022-05-30,regular maintenance,5
394,payment,3100.0,2022-06-05,rent,5
806,expense,310.0,2022-06-25,property mgmt fee,5
395,payment,3100.0,2022-07-05,rent,5
807,expense,310.0,2022-07-11,regular maintenance,5
808,expense,310.0,2022-07-25,property mgmt fee,5
396,payment,3100.0,2022-08-05,rent,5
809,expense,310.0,2022-08-25,property mgmt fee,5
397,payment,3100.0,2022-09-05,rent,5
810,expense,310.0,2022-09-25,property mgmt fee,5
398,payment,3100.0,2022-10-05,rent,5
811,expense,310.0,2022-10-25,property mgmt fee,5
399,payment,3100.0,2022-11-05,rent,5
812,expense,310.0,2022-11-25,property mgmt fee,5
400,payment,3100.0,2022-12-05,rent,5
813,expense,310.0,2022-12-25,property mgmt fee,5
401,payment,3100.0,2023-01-05,rent,5
814,expense,310.0,2023-01-25,property mgmt fee,5
815,expense,310.0,2023-01-28,regular maintenance,5
402,payment,3100.0,2023-02-05,rent,5
816,expense,310.0,2023-02-25,property mgmt fee,5
403,payment,3100.0,2023-03-05,rent,5
817,expense,310.0,2023-03-25,property mgmt fee,5
404,payment,3100.0,2023-04-05,rent,5
818,expense,310.0,2023-04-25,property mgmt fee,5
405,payment,3100.0,2023-05-05,rent,5
819,expense,310.0,2023-05-10,cleaning fee,5
820,expense,310.0,2023-05-25,property mgmt fee,5
406,payment,3100.0,2023-06-05,rent,5
821,expense,310.0,2023-06-25,property mgmt fee,5
407,payment,3100.0,2023-07-05,rent,5
822,expense,310.0,2023-07-11,cleaning fee,5
823,expense,310.0,2023-07-25,property mgmt fee,5
408,payment,3100.0,2023-08-05,rent,5
824,expense,310.0,2023-08-25,property mgmt fee,5
409,payment,3100.0,2023-09-05,rent,5
825,expense,310.0,2023-09-25,property mgmt fee,5
410,payment,3100.0,2023-10-05,rent,5
826,expense,310.0,2023-10-25,property mgmt fee,5
411,payment,3100.0,2023-11-05,rent,5
827,expense,310.0,2023-11-25,property mgmt fee,5
412,payment,3100.0,2023-12-05,rent,5
828,expense,310.0,2023-12-25,property mgmt fee,5
413,payment,3100.0,2024-01-05,rent,5
829,expense,310.0,2024-01-25,property mgmt fee,5
414,payment,3100.0,2024-02-05,rent,5
830,expense,310.0,2024-02-25,property mgmt fee,5
415,payment,3100.0,2024-03-05,rent,5
831,expense,310.0,2024-03-25,property mgmt fee,5
832,expense,310.0,2024-03-31,cleaning fee,5
416,payment,3100.0,2024-04-05,rent,5
833,expense,310.0,2024-04-25,property mgmt fee,5
417,payment,3100.0,2024-05-05,rent,5
834,expense,310.0,2024-05-12,cleaning fee,5
835,expense,310.0,2024-05-25,property mgmt fee,5
418,payment,3100.0,2024-06-05,rent,5
836,expense,310.0,2024-06-25,property mgmt fee,5
419,payment,3100.0,2024-07-05,rent,5
837,expense,310.0,2024-07-25,property mgmt fee,5
420,payment,3100.0,2024-08-05,rent,5
838,expense,310.0,2024-08-25,property mgmt fee,5
421,payment,3100.0,2024-09-15,security deposit,5
422,payment,3100.0,2024-09-15,rent,5
839,expense,310.0,2024-09-25,property mgmt fee,5
423,payment,3100.0,2024-10-15,rent,5
840,expense,310.0,2024-10-25,property mgmt fee,5
841,expense,310.0,2024-10-26,cleaning fee,5
424,payment,3100.0,2024-11-15,rent,5
842,expense,310.0,2024-11-25,property mgmt fee,5
425,payment,3100.0,2024-12-15,rent,5
